CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
712222758,Attrited Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,3,2300.0,0,2300.0,0.703,2500,47,0.119,0.0
718148358,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,36,2,3,3,1572.0,0,1572.0,0.74,2447,41,0.577,0.0
794507133,Attrited Customer,37,F,2,Doctorate,Single,$40K - $60K,Blue,18,4,1,3,1900.0,0,1900.0,0.776,2880,46,0.353,0.0
767266758,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,34,1,3,4,1661.0,0,1661.0,0.786,2473,49,0.75,0.0
720739083,Attrited Customer,36,F,2,Post-Graduate,Married,Less than $40K,Blue,25,5,2,3,1691.0,0,1691.0,0.865,2716,63,0.703,0.0
713594883,Attrited Customer,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486.0,849,637.0,0.621,2380,43,0.87,0.571
714962658,Attrited Customer,35,M,2,Unknown,Single,Less than $40K,Blue,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0
717429258,Attrited Customer,48,F,3,Doctorate,Single,Less than $40K,Blue,39,3,3,4,1644.0,500,1144.0,0.784,2450,45,0.406,0.304
709548783,Attrited Customer,44,M,2,Doctorate,Unknown,$40K - $60K,Blue,36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0.0
713336883,Attrited Customer,61,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,1760.0,0,1760.0,0.457,2285,46,0.643,0.0
809626983,Attrited Customer,48,F,3,High School,Married,Less than $40K,Blue,43,3,3,3,1670.0,0,1670.0,0.707,2790,37,0.321,0.0
772728933,Attrited Customer,50,M,2,High School,Married,$120K +,Blue,40,6,4,3,13709.0,813,12896.0,0.65,2511,40,0.6,0.059
815320383,Attrited Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,3,2,4710.0,0,4710.0,0.717,2690,43,0.955,0.0
714475908,Attrited Customer,43,M,2,Uneducated,Single,$60K - $80K,Blue,35,5,3,2,6348.0,0,6348.0,0.4,1732,39,0.393,0.0
716790633,Attrited Customer,43,M,3,Graduate,Married,$60K - $80K,Blue,36,4,2,3,17239.0,0,17239.0,0.393,1789,38,0.357,0.0
716127333,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,36,5,2,3,18432.0,484,17948.0,0.557,2300,45,0.552,0.026
780032208,Attrited Customer,44,M,3,Graduate,Married,$60K - $80K,Blue,34,5,3,3,14201.0,0,14201.0,0.574,2223,47,0.679,0.0
789052308,Attrited Customer,40,M,3,Graduate,Unknown,$40K - $60K,Blue,28,6,2,2,4323.0,0,4323.0,0.817,2451,38,0.727,0.0
714948858,Attrited Customer,50,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,3647.0,2517,1130.0,0.842,2935,58,0.933,0.69
719685408,Attrited Customer,40,M,2,Uneducated,Married,$60K - $80K,Blue,29,3,2,2,6332.0,318,6014.0,0.783,2505,43,0.536,0.05
710284233,Attrited Customer,33,M,4,Uneducated,Married,$80K - $120K,Blue,36,5,3,4,1438.3,0,1438.3,0.98,2439,43,0.72,0.0
713312208,Attrited Customer,53,M,1,High School,Married,$40K - $60K,Blue,43,1,2,3,3146.0,0,3146.0,0.414,1868,38,0.31,0.0
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.481,2137,40,0.333,0.0
801715383,Attrited Customer,45,M,4,Graduate,Married,$60K - $80K,Blue,39,6,3,2,12890.0,0,12890.0,0.576,2216,51,0.545,0.0
714188883,Attrited Customer,46,F,5,Doctorate,Single,Less than $40K,Blue,37,3,2,2,1787.0,0,1787.0,0.654,2345,36,0.286,0.0
708536283,Attrited Customer,35,M,1,Doctorate,Single,$80K - $120K,Blue,27,3,2,2,2904.0,2517,387.0,0.624,2653,46,0.586,0.867
709307808,Attrited Customer,59,F,2,High School,Married,$40K - $60K,Blue,36,3,3,3,4375.0,0,4375.0,0.621,2507,53,0.472,0.0
715701033,Attrited Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,2111.0,1761,350.0,0.753,2112,46,0.769,0.834
718826883,Attrited Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,36,6,3,2,6925.0,0,6925.0,0.821,2506,36,0.44,0.0
815504583,Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,1538.0,0,1538.0,0.684,2275,43,0.483,0.0
709891608,Attrited Customer,41,M,2,High School,Married,$120K +,Blue,24,5,2,3,9924.0,0,9924.0,0.517,1949,43,0.483,0.0
711949683,Attrited Customer,55,F,2,College,Divorced,$40K - $60K,Blue,36,6,2,3,4410.0,2517,1893.0,0.53,1883,44,0.63,0.571
787747308,Attrited Customer,49,F,4,Uneducated,Unknown,Less than $40K,Blue,39,6,3,2,3468.0,2517,951.0,0.746,2494,39,0.345,0.726
779104608,Attrited Customer,34,F,3,High School,Unknown,Unknown,Blue,15,5,1,3,1438.3,0,1438.3,0.689,2819,48,0.6,0.0
713804883,Attrited Customer,46,F,4,Post-Graduate,Single,Less than $40K,Blue,37,3,2,2,1836.0,0,1836.0,0.323,1799,28,0.167,0.0
753795633,Attrited Customer,48,F,2,Uneducated,Married,Less than $40K,Blue,41,5,3,2,2964.0,2517,447.0,0.699,2327,38,0.81,0.849
817607358,Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516.0,0,34516.0,0.767,2227,44,0.63,0.0
712297683,Attrited Customer,47,F,3,College,Married,Less than $40K,Blue,35,6,3,2,1781.0,0,1781.0,0.693,2196,35,0.75,0.0
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680.0,0,3680.0,0.729,2725,41,0.577,0.0
720742083,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,3,2740.0,2425,315.0,0.816,2431,46,0.394,0.885
721124658,Attrited Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,2,3,3427.0,0,3427.0,0.5,2625,63,0.5,0.0
720815208,Attrited Customer,52,M,0,High School,Single,$120K +,Blue,39,5,3,3,34516.0,216,34300.0,0.556,2395,47,0.306,0.006
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,2,3,8318.0,2517,5801.0,0.69,2427,52,0.625,0.303
798972183,Attrited Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,43,1,3,2,1643.0,526,1117.0,0.829,2520,38,0.583,0.32
714250908,Attrited Customer,53,F,2,Graduate,Married,Less than $40K,Blue,47,3,4,2,2927.0,2517,410.0,0.419,2231,60,0.875,0.86
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than $40K,Blue,28,5,2,3,1877.0,1203,674.0,0.654,2581,57,0.781,0.641
789880533,Attrited Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,36,5,3,4,5913.0,1651,4262.0,0.79,2404,39,0.56,0.279
711221958,Attrited Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,2,2867.0,0,2867.0,0.703,2646,41,0.464,0.0
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,4,2,2,3137.0,959,2178.0,1.008,2925,41,0.414,0.306
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than $40K,Blue,40,6,2,3,2437.0,0,2437.0,0.664,2027,42,0.448,0.0
708726708,Attrited Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,36,6,2,3,1451.0,599,852.0,0.752,2192,35,0.458,0.413
712767858,Attrited Customer,42,F,0,College,Single,$40K - $60K,Blue,30,5,2,3,1438.3,1223,215.3,0.491,2181,43,0.593,0.85
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,3,1,4,2299.0,0,2299.0,0.663,2323,47,0.469,0.0
713891133,Attrited Customer,41,F,2,Unknown,Single,Less than $40K,Blue,36,3,2,2,1438.3,834,604.3,0.407,1890,43,0.387,0.58
779279883,Attrited Customer,60,F,2,High School,Married,Less than $40K,Blue,42,3,3,2,1438.3,0,1438.3,0.061,1628,42,0.077,0.0
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682.0,0,1682.0,0.75,1811,39,0.5,0.0
779029458,Attrited Customer,54,F,1,Post-Graduate,Single,Less than $40K,Blue,35,4,3,3,1724.0,0,1724.0,0.67,2725,47,0.424,0.0
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than $40K,Blue,40,4,4,3,6397.0,0,6397.0,0.632,2511,56,0.556,0.0
714894708,Attrited Customer,53,M,1,Uneducated,Unknown,$120K +,Blue,45,4,4,2,23958.0,2517,21441.0,0.702,2777,45,0.552,0.105
720130233,Attrited Customer,48,M,2,High School,Single,$60K - $80K,Blue,36,4,3,1,1641.0,0,1641.0,0.791,2536,45,0.364,0.0
718279008,Attrited Customer,44,M,3,High School,Single,$60K - $80K,Silver,36,5,2,3,25276.0,0,25276.0,0.849,2282,38,0.583,0.0
814091058,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119.0,2517,602.0,0.722,2492,50,0.515,0.807
710555433,Attrited Customer,42,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,2,2803.0,0,2803.0,0.623,2216,40,0.6,0.0
718263108,Attrited Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,32,3,3,2,1693.0,1457,236.0,0.919,2829,42,0.615,0.861
779931783,Attrited Customer,52,M,2,High School,Single,$120K +,Blue,38,6,3,3,34516.0,0,34516.0,0.639,2213,47,0.382,0.0
712691883,Attrited Customer,41,F,2,High School,Married,Less than $40K,Blue,36,3,2,2,2811.0,2404,407.0,0.491,2245,41,0.464,0.855
712611108,Attrited Customer,59,F,1,Unknown,Single,Less than $40K,Blue,53,5,6,2,7501.0,2517,4984.0,0.663,2280,49,0.531,0.336
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36,3,2,3,10031.0,0,10031.0,0.238,1792,29,0.074,0.0
711846183,Attrited Customer,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2,3,2669.0,0,2669.0,0.67,2271,31,0.722,0.0
720612333,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,28,6,2,2,1951.0,0,1951.0,0.772,2697,45,0.731,0.0
710525508,Attrited Customer,48,F,2,High School,Married,Less than $40K,Blue,36,6,3,3,1438.3,455,983.3,0.626,2090,50,0.562,0.316
757854858,Attrited Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,4,3,4,3143.0,0,3143.0,0.764,2297,37,0.321,0.0
714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538.0,0,6538.0,0.556,2132,33,0.571,0.0
709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1689.0,0.202,1588,37,0.276,0.0
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614.0,0,1614.0,0.241,1690,38,0.357,0.0
714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523.0,0,17523.0,0.424,1974,54,0.688,0.0
714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148
712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731.0,0,1731.0,0.529,2304,46,1.0,0.0
716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855.0,0,1855.0,0.988,2544,27,0.929,0.0
714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605.0,890,715.0,0.742,2722,45,0.5,0.555
772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302.0,1593,709.0,0.671,2689,49,0.324,0.692
714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440.0,503,1937.0,0.415,2334,51,0.594,0.206
717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402.0,628,1774.0,0.689,1930,48,0.6,0.261
719986758,Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3001.0,0.74,2577,39,0.444,0.0
806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,395.0,0.889,2658,43,0.344,0.858
751518633,Attrited Customer,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,3,1,34516.0,2517,31999.0,0.553,2260,50,0.786,0.073
712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495.0,691,804.0,0.705,2552,42,0.556,0.462
818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220.0,0,9220.0,0.733,2276,32,0.6,0.0
708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958,21170.0,0.604,2050,35,0.667,0.085
810271083,Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897.0,0,14897.0,0.489,2164,53,0.606,0.0
719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0,1677.0,0.835,2477,45,0.324,0.0
753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0
717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,3504.0,0.825,2829,44,0.467,0.228
708298233,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184.0,0,6184.0,0.476,1756,49,0.324,0.0
712329933,Attrited Customer,47,F,1,High School,Unknown,Less than $40K,Blue,41,6,3,2,3654.0,0,3654.0,0.63,1998,44,0.467,0.0
795784008,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,38,4,2,3,3889.0,2517,1372.0,0.405,1718,37,0.276,0.647
720275358,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,30,4,3,2,1889.0,0,1889.0,0.874,2479,46,0.533,0.0
710727333,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,36,4,2,2,1763.0,0,1763.0,0.896,2813,43,0.536,0.0
807136758,Attrited Customer,58,F,2,High School,Married,Less than $40K,Blue,53,3,0,2,1944.0,0,1944.0,0.613,2412,40,0.481,0.0
715400733,Attrited Customer,43,F,3,Uneducated,Married,$40K - $60K,Blue,36,6,4,3,1438.3,0,1438.3,0.747,2116,38,0.583,0.0
711389358,Attrited Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,23,5,3,2,5791.0,2517,3274.0,0.69,2516,64,0.641,0.435
711253383,Attrited Customer,48,F,2,Unknown,Married,Unknown,Blue,38,6,2,3,4382.0,0,4382.0,0.714,2446,34,0.417,0.0
794554683,Attrited Customer,41,F,4,Graduate,Married,Less than $40K,Blue,26,4,2,2,3159.0,0,3159.0,0.916,2925,46,0.353,0.0
711323283,Attrited Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,41,3,3,2,2527.0,1030,1497.0,0.714,2767,43,0.387,0.408
720711483,Attrited Customer,56,F,1,High School,Married,Unknown,Blue,42,5,2,3,3674.0,2517,1157.0,0.854,2608,45,0.731,0.685
809440008,Attrited Customer,39,F,2,High School,Single,Unknown,Blue,34,3,3,1,2069.0,550,1519.0,0.783,2716,43,0.433,0.266
711237633,Attrited Customer,49,M,0,Graduate,Married,$60K - $80K,Blue,29,3,3,3,1460.0,0,1460.0,0.738,2329,36,0.5,0.0
718913358,Attrited Customer,36,M,2,Graduate,Single,Less than $40K,Blue,36,3,3,3,4225.0,2517,1708.0,0.662,2659,43,0.387,0.596
718452633,Attrited Customer,35,F,4,Graduate,Married,Unknown,Blue,36,4,3,3,1931.0,0,1931.0,0.695,2569,46,0.394,0.0
769883733,Attrited Customer,46,M,3,Post-Graduate,Single,$40K - $60K,Blue,40,3,4,2,2344.0,0,2344.0,0.412,2098,31,0.409,0.0
711122958,Attrited Customer,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764.0,0,1764.0,0.552,2105,57,0.839,0.0
708606633,Attrited Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,44,6,3,4,1544.0,0,1544.0,0.315,1902,35,0.4,0.0
713115483,Attrited Customer,44,F,3,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684.0,0,1684.0,0.557,2275,45,0.607,0.0
713186058,Attrited Customer,42,F,3,Unknown,Married,$40K - $60K,Blue,36,4,2,3,1438.3,0,1438.3,0.58,2191,51,0.457,0.0
789241308,Attrited Customer,54,F,2,Unknown,Unknown,Less than $40K,Blue,39,4,3,3,1438.3,0,1438.3,0.72,2145,41,0.519,0.0
778272408,Attrited Customer,52,M,1,Unknown,Divorced,$80K - $120K,Blue,42,4,4,2,5763.0,0,5763.0,0.615,2310,48,0.714,0.0
715328658,Attrited Customer,41,F,5,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1495.0,0,1495.0,0.686,2622,70,0.628,0.0
708918558,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,2,1959.0,662,1297.0,0.888,3046,52,0.793,0.338
721480158,Attrited Customer,50,F,2,Unknown,Married,Less than $40K,Blue,43,3,3,2,1438.3,910,528.3,0.66,2370,44,0.467,0.633
709100283,Attrited Customer,36,F,2,High School,Single,Unknown,Blue,26,3,2,2,5956.0,2517,3439.0,0.877,2828,46,0.484,0.423
713466033,Attrited Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,2092.0,0,2092.0,0.422,2015,33,0.269,0.0
709064208,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628.0,275,1353.0,0.69,2219,49,0.531,0.169
719630358,Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,36,1,3,2,3546.0,0,3546.0,0.791,2616,47,0.469,0.0
712399308,Attrited Customer,38,F,3,High School,Unknown,Less than $40K,Blue,36,5,3,3,2989.0,2387,602.0,0.437,2143,67,0.558,0.799
717255333,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,36,1,2,2,6921.0,0,6921.0,0.824,2729,44,0.467,0.0
708793008,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.0,0,9949.0,0.574,2207,40,0.481,0.0
718303683,Attrited Customer,36,F,2,Graduate,Married,Less than $40K,Blue,23,4,2,2,1666.0,813,853.0,0.813,2622,60,0.818,0.488
708660408,Attrited Customer,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737.0,1689,48.0,0.644,2459,43,0.536,0.972
711671058,Attrited Customer,48,F,1,Uneducated,Married,Unknown,Blue,38,5,2,2,1438.3,0,1438.3,0.574,2171,38,0.462,0.0
808747233,Attrited Customer,50,M,2,Doctorate,Married,$120K +,Silver,45,6,3,3,34516.0,0,34516.0,0.771,2573,55,0.719,0.0
713084208,Attrited Customer,43,M,4,College,Married,$40K - $60K,Blue,32,6,3,3,4373.0,0,4373.0,0.623,2397,46,0.484,0.0
709803258,Attrited Customer,48,M,2,Unknown,Married,$80K - $120K,Blue,28,5,2,3,12073.0,0,12073.0,0.541,2400,52,0.793,0.0
818699208,Attrited Customer,47,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4,4,6451.0,0,6451.0,0.706,2400,43,0.433,0.0
719516208,Attrited Customer,54,M,2,College,Single,$120K +,Blue,36,3,2,3,34516.0,0,34516.0,0.628,2329,47,0.516,0.0
717026658,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,32,6,3,3,1897.0,0,1897.0,0.645,2866,47,0.469,0.0
766021083,Attrited Customer,55,F,1,College,Single,Less than $40K,Blue,48,3,5,3,2114.0,546,1568.0,0.619,2578,42,0.75,0.258
719756133,Attrited Customer,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,2,6,3940.0,1384,2556.0,0.908,3257,53,0.767,0.351
713261133,Attrited Customer,38,M,4,Graduate,Unknown,$60K - $80K,Blue,22,5,2,3,8632.0,0,8632.0,0.395,2221,40,0.739,0.0
768243858,Attrited Customer,54,M,3,High School,Married,$80K - $120K,Blue,48,3,4,3,3288.0,2517,771.0,0.84,2717,46,0.438,0.766
709649958,Attrited Customer,62,M,0,Post-Graduate,Divorced,$60K - $80K,Silver,46,4,5,6,28229.0,287,27942.0,0.594,2281,45,0.552,0.01
717072108,Attrited Customer,50,F,2,Unknown,Single,$40K - $60K,Blue,36,3,3,2,2762.0,0,2762.0,0.684,2571,44,0.419,0.0
721460283,Attrited Customer,49,F,3,Post-Graduate,Single,Less than $40K,Blue,35,5,1,2,2214.0,915,1299.0,0.533,2144,51,0.545,0.413
719577258,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,30,3,3,4,6811.0,0,6811.0,0.677,1937,39,0.56,0.0
772528158,Attrited Customer,55,F,3,Unknown,Single,Less than $40K,Blue,45,4,3,4,1741.0,0,1741.0,0.84,2546,42,0.4,0.0
718707933,Attrited Customer,54,M,2,Uneducated,Married,$60K - $80K,Blue,35,4,3,4,2189.0,382,1807.0,0.884,2750,51,0.594,0.175
771638733,Attrited Customer,49,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,2,3,4354.0,0,4354.0,0.738,2750,59,0.686,0.0
713930433,Attrited Customer,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,36,5,3,3,4316.0,0,4316.0,0.363,1920,53,0.472,0.0
772162683,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,23,6,2,2,3116.0,0,3116.0,0.698,2768,45,0.667,0.0
712531008,Attrited Customer,43,M,3,Unknown,Married,$120K +,Blue,34,4,3,2,24868.0,794,24074.0,0.649,2510,32,0.231,0.032
716709858,Attrited Customer,34,F,1,Uneducated,Unknown,Less than $40K,Blue,25,1,2,3,3074.0,0,3074.0,0.718,2721,54,0.688,0.0
814765533,Attrited Customer,44,F,4,High School,Single,$40K - $60K,Blue,39,4,3,3,10587.0,2517,8070.0,1.052,2971,54,0.742,0.238
826421958,Attrited Customer,46,F,1,High School,Married,Less than $40K,Blue,42,5,4,1,1438.3,0,1438.3,0.637,1843,44,0.63,0.0
708158133,Attrited Customer,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031.0,2517,514.0,0.409,2188,50,0.389,0.83
708653958,Attrited Customer,38,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114.0,1461,4653.0,0.772,2608,36,0.385,0.239
712161858,Attrited Customer,55,F,5,Unknown,Single,Less than $40K,Blue,36,4,2,3,1438.3,0,1438.3,0.571,2244,54,0.929,0.0
780143283,Attrited Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,32,4,3,3,2701.0,2498,203.0,0.637,2678,37,0.609,0.925
719881533,Attrited Customer,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547.0,0,16547.0,0.242,1561,41,0.367,0.0
771783333,Attrited Customer,49,F,1,Uneducated,Divorced,$40K - $60K,Blue,37,6,2,2,2173.0,0,2173.0,0.652,2379,57,0.781,0.0
711274458,Attrited Customer,38,F,3,High School,Married,Less than $40K,Blue,27,4,3,3,1438.3,0,1438.3,0.73,2478,45,0.552,0.0
714035283,Attrited Customer,56,F,1,Post-Graduate,Married,Less than $40K,Blue,36,6,2,2,2802.0,2256,546.0,0.615,2371,46,0.353,0.805
708376983,Attrited Customer,58,F,1,Unknown,Single,Unknown,Blue,50,5,2,2,8513.0,799,7714.0,0.451,2119,37,0.542,0.094
711862533,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36,5,3,2,2258.0,2000,258.0,0.611,2500,42,0.68,0.886
772407333,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue,30,5,3,3,1654.0,0,1654.0,0.329,1730,30,0.364,0.0
720654183,Attrited Customer,45,M,4,Graduate,Married,$80K - $120K,Blue,35,2,3,3,23542.0,1307,22235.0,0.462,2152,46,0.438,0.056
779348358,Attrited Customer,52,F,1,Uneducated,Single,Less than $40K,Blue,37,5,3,4,1717.0,0,1717.0,1.028,3004,46,0.586,0.0
827051808,Attrited Customer,44,F,0,College,Married,Less than $40K,Blue,40,5,4,2,7499.0,1083,6416.0,0.716,2478,45,0.667,0.144
710484408,Attrited Customer,39,M,4,Post-Graduate,Married,$120K +,Blue,29,6,3,3,8700.0,1742,6958.0,0.454,2306,50,0.613,0.2
817108083,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,35,3,3,3,14266.0,1341,12925.0,0.309,1625,34,0.36,0.094
813449508,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918.0,850,9068.0,0.688,2485,40,0.29,0.086
713474733,Attrited Customer,51,M,2,Graduate,Single,$80K - $120K,Blue,31,5,3,2,1438.3,327,1111.3,0.528,1783,40,0.481,0.227
790119408,Attrited Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,41,5,3,2,4960.0,0,4960.0,0.882,2430,48,0.548,0.0
708684108,Attrited Customer,46,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.0,1446,2706.0,0.826,2218,30,0.304,0.348
803115258,Attrited Customer,62,M,0,College,Unknown,$40K - $60K,Blue,56,2,6,2,3477.0,0,3477.0,0.436,2113,40,0.739,0.0
708736608,Attrited Customer,40,M,3,Graduate,Married,$120K +,Blue,27,5,3,2,2269.0,0,2269.0,0.572,2108,39,0.56,0.0
713047608,Attrited Customer,40,F,2,College,Unknown,Less than $40K,Blue,36,6,1,3,2387.0,2013,374.0,0.449,2134,41,0.952,0.843
711886383,Attrited Customer,54,F,5,High School,Married,Unknown,Blue,44,5,3,3,5342.0,605,4737.0,0.691,2426,46,0.394,0.113
713058858,Attrited Customer,54,F,2,Graduate,Unknown,Less than $40K,Blue,46,5,3,2,1695.0,913,782.0,0.449,2130,48,0.5,0.539
714789033,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173.0,2517,656.0,0.619,2763,51,0.821,0.793
809811858,Attrited Customer,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504.0,0,1504.0,0.987,2530,43,0.344,0.0
826709658,Attrited Customer,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477.0,0,1477.0,0.768,2214,43,0.654,0.0
719098308,Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423.0,268,2155.0,0.804,2516,59,0.639,0.111
757194408,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,0,1438.3,0.539,1707,38,1.111,0.0
762020133,Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874.0,0,9874.0,0.491,2446,47,0.567,0.0
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489.0,2517,972.0,0.721,2684,39,0.56,0.721
788835408,Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.464,0.0
